# Date:     2025-02-15 20:36:50
# Database: ocvs
# Target:   lmc_rrlyr
# Query:    (type='RRab') 
# Objects:  29151
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-RRLYR-31404	RRab	79.947750	-72.481222	18.726	19.356	0.630	0.63990810	0.00000150	6000.34293	0.430	0.499	4.446	0.300	2.971
OGLE-LMC-RRLYR-31405	RRab	79.948665	-62.467972	18.667	19.236	0.569	0.50310200	0.00000080	6000.07088	0.753	0.429	4.054	0.378	1.963
OGLE-LMC-RRLYR-31407	RRab	79.961505	-64.825083	18.695	19.142	0.447	0.51696530	0.00000070	6000.35169	0.790	0.433	4.104	0.368	2.014
OGLE-LMC-RRLYR-31408	RRab	79.967460	-56.415556	17.291	18.075	0.784	0.61253190	0.00000900	6000.28129	0.160	0.519	4.135	0.324	2.611
OGLE-LMC-RRLYR-31409	RRab	79.968750	-67.660083	18.961	19.574	0.613	0.56202220	0.00000320	6000.42033	0.605	0.449	4.130	0.278	2.492
OGLE-LMC-RRLYR-31412	RRab	79.976790	-72.982694	18.825	19.445	0.620	0.59359490	0.00000140	6000.48269	0.489	0.459	4.248	0.287	2.654
OGLE-LMC-RRLYR-31413	RRab	79.982250	-72.334667	18.925	19.383	0.458	0.46357200	0.00000060	6000.04556	0.770	0.485	4.125	0.279	2.108
OGLE-LMC-RRLYR-31416	RRab	79.984290	-65.945222	18.765	19.296	0.531	0.57931520	0.00000070	6000.57757	0.642	0.407	4.147	0.367	2.077
OGLE-LMC-RRLYR-31418	RRab	79.986375	-67.255778	18.823	19.434	0.611	0.58240050	0.00000110	6000.38413	0.560	0.515	4.356	0.375	2.882
OGLE-LMC-RRLYR-31419	RRab	79.988085	-67.022778	18.797	19.418	0.621	0.62423180	0.00000180	6000.35883	0.527	0.504	4.356	0.283	2.750
OGLE-LMC-RRLYR-31420	RRab	79.988370	-62.875306	18.604	19.168	0.564	0.57908900	0.00000100	6000.51147	0.593	0.499	4.272	0.411	2.375
OGLE-LMC-RRLYR-31421	RRab	79.988460	-72.485333	19.235	19.737	0.502	0.41325930	0.00000050	6000.31818	0.706	0.530	4.130	0.346	2.167
OGLE-LMC-RRLYR-31422	RRab	79.991745	-76.978222	18.858	19.515	0.657	0.50773610	0.00000500	6000.03408	0.695	0.478	3.964	0.235	1.856
OGLE-LMC-RRLYR-31423	RRab	79.992915	-64.364361	18.855	19.355	0.500	0.54373120	0.00000110	6000.33068	0.848	0.538	4.175	0.418	2.456
OGLE-LMC-RRLYR-31424	RRab	79.994910	-71.726917	18.746	19.407	0.661	0.53413070	0.00000600	6000.17545	0.550	0.329	4.181	0.102	2.397
OGLE-LMC-RRLYR-31426	RRab	79.996710	-66.323972	18.756	19.367	0.611	0.57909740	0.00000090	6000.16642	0.546	0.469	4.299	0.370	2.578
OGLE-LMC-RRLYR-31427	RRab	79.996965	-64.806500	18.688	19.270	0.582	0.58752460	0.00000100	6000.40119	0.530	0.508	4.307	0.361	2.711
OGLE-LMC-RRLYR-31428	RRab	79.997670	-67.247972	18.817	19.240	0.423	0.48245230	0.00000040	6000.33570	0.801	0.455	4.057	0.370	2.054
OGLE-LMC-RRLYR-31429	RRab	79.998870	-62.985528	18.605	19.103	0.498	0.57257270	0.00000270	6000.33087	0.439	0.453	4.168	0.306	2.456
OGLE-LMC-RRLYR-31431	RRab	79.999410	-67.594444	19.226	19.573	0.347	0.45906350	0.00000070	6000.12519	0.695	0.554	4.441	0.390	2.829
OGLE-LMC-RRLYR-31432	RRab	80.003910	-67.270972	18.755	19.245	0.490	0.53683470	0.00000200	6000.07106	0.534	0.439	4.162	0.219	2.292
OGLE-LMC-RRLYR-31433	RRab	80.004120	-73.187500	18.774	19.385	0.611	0.56684410	0.00000080	6000.36530	0.674	0.442	4.212	0.379	2.360
OGLE-LMC-RRLYR-31434	RRab	80.005005	-67.565500	18.627	19.228	0.601	0.61265960	0.00000210	6000.34179	0.388	0.407	4.460	0.280	2.795
OGLE-LMC-RRLYR-31435	RRab	80.006160	-65.977472	18.836	19.469	0.633	0.64214760	0.00000580	6000.24369	0.122	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-31436	RRab	80.006505	-72.696944	18.589	-99.99	-99.99	0.73964390	0.00002260	6000.61250	0.231	0.445	4.863	0.000	-99.99
OGLE-LMC-RRLYR-31437	RRab	80.007420	-76.341722	18.904	19.554	0.650	0.56152600	0.00000720	6000.00510	0.565	0.429	4.170	0.366	2.362
OGLE-LMC-RRLYR-31438	RRab	80.009955	-63.857694	18.787	19.401	0.614	0.58390510	0.00000110	6000.53558	0.539	0.566	4.379	0.328	2.588
OGLE-LMC-RRLYR-31440	RRab	80.014335	-61.860389	17.264	17.826	0.562	0.57070460	0.00000040	6000.11315	0.569	0.501	4.283	0.357	2.635
OGLE-LMC-RRLYR-31441	RRab	80.015160	-66.473278	18.524	20.073	1.549	0.64671370	0.00000210	6000.55396	0.505	0.425	4.338	0.168	2.438
OGLE-LMC-RRLYR-31442	RRab	80.015340	-64.637056	18.663	19.280	0.617	0.65776960	0.00000280	6000.01122	0.366	0.379	4.439	0.227	2.828
OGLE-LMC-RRLYR-31444	RRab	80.019420	-66.720333	18.702	19.296	0.594	0.60020720	0.00000100	6000.06842	0.453	0.504	4.353	0.325	2.752
OGLE-LMC-RRLYR-31445	RRab	80.021205	-66.486500	19.091	19.783	0.692	0.58913170	0.00000180	6000.06621	0.448	0.434	4.499	0.302	2.965
OGLE-LMC-RRLYR-31446	RRab	80.021505	-64.861583	18.698	19.313	0.615	0.48919200	0.00000060	6000.32160	0.793	0.422	4.145	0.344	1.991
OGLE-LMC-RRLYR-31447	RRab	80.021670	-66.945389	18.888	19.433	0.545	0.53424340	0.00000190	6000.15597	0.529	0.335	4.186	0.158	1.907
OGLE-LMC-RRLYR-31448	RRab	80.023380	-75.363778	18.665	19.373	0.708	0.60382680	0.00000650	6000.52264	0.474	0.520	4.364	0.290	2.672
OGLE-LMC-RRLYR-31449	RRab	80.024370	-74.769833	18.750	19.446	0.696	0.61156660	0.00000270	6000.20006	0.403	0.499	4.573	0.243	3.076
OGLE-LMC-RRLYR-31452	RRab	80.033745	-72.205389	18.935	19.367	0.432	0.48595140	0.00000050	6000.46077	0.893	0.469	4.105	0.379	1.992
OGLE-LMC-RRLYR-31453	RRab	80.040375	-65.472556	18.581	19.294	0.713	0.77883250	0.00000410	6000.52011	0.228	0.319	4.629	0.121	3.326
OGLE-LMC-RRLYR-31454	RRab	80.040420	-66.272806	18.739	19.307	0.568	0.61066870	0.00000160	6000.44193	0.488	0.459	4.431	0.274	2.678
OGLE-LMC-RRLYR-31455	RRab	80.040795	-72.153056	18.844	19.364	0.520	0.51140000	0.00000060	6000.46751	0.766	0.482	4.081	0.364	2.154
OGLE-LMC-RRLYR-31456	RRab	80.041290	-64.834250	18.953	19.411	0.458	0.48937710	0.00000160	6000.48313	0.633	0.421	3.928	0.200	1.964
OGLE-LMC-RRLYR-31457	RRab	80.041335	-61.177944	18.680	19.126	0.446	0.54342340	0.00000260	6000.50942	0.512	0.368	4.175	0.268	2.281
OGLE-LMC-RRLYR-31458	RRab	80.041830	-66.043111	18.813	19.434	0.621	0.59892800	0.00000120	6000.33615	0.713	0.532	4.223	0.373	2.526
OGLE-LMC-RRLYR-31460	RRab	80.044080	-78.639889	18.903	19.561	0.658	0.54165360	0.00000490	6000.07152	0.711	0.465	4.171	0.385	2.218
OGLE-LMC-RRLYR-31462	RRab	80.048580	-72.440306	18.788	19.350	0.562	0.56149140	0.00000130	6000.02132	0.605	0.455	4.323	0.258	2.561
OGLE-LMC-RRLYR-31463	RRab	80.048580	-62.488722	18.520	19.174	0.654	0.74122970	0.00000350	6000.00193	0.320	0.371	4.897	0.208	3.600
OGLE-LMC-RRLYR-31465	RRab	80.050755	-66.085778	18.487	19.096	0.609	0.66756020	0.00000080	6000.31796	0.717	0.470	4.263	0.364	2.227
OGLE-LMC-RRLYR-31466	RRab	80.052285	-73.141861	18.939	19.464	0.525	0.49240010	0.00000050	6000.43729	0.763	0.493	4.062	0.422	2.133
OGLE-LMC-RRLYR-31468	RRab	80.057370	-65.719583	18.569	19.114	0.545	0.55738110	0.00000200	6000.36042	0.432	0.262	3.880	0.213	1.032
OGLE-LMC-RRLYR-31469	RRab	80.059035	-73.194056	18.752	19.392	0.640	0.60468320	0.00000170	6000.55964	0.371	0.381	4.438	0.252	2.957
OGLE-LMC-RRLYR-31470	RRab	80.059500	-66.957333	18.862	19.408	0.546	0.52355010	0.00000290	6000.34349	0.424	0.406	4.222	0.243	2.191
OGLE-LMC-RRLYR-31471	RRab	80.059620	-72.703111	18.809	19.393	0.584	0.54189610	0.00000060	6000.12500	0.756	0.466	4.140	0.335	2.126
OGLE-LMC-RRLYR-31472	RRab	80.059875	-72.518444	18.823	19.448	0.625	0.57363550	0.00000080	6000.50145	0.558	0.491	4.369	0.338	2.667
OGLE-LMC-RRLYR-31474	RRab	80.064420	-71.955667	18.656	19.231	0.575	0.62826210	0.00000100	6000.04230	0.609	0.537	4.408	0.341	2.828
OGLE-LMC-RRLYR-31476	RRab	80.066670	-64.888861	18.796	19.431	0.635	0.54456340	0.00000090	6000.23998	0.662	0.456	4.155	0.363	2.327
OGLE-LMC-RRLYR-31479	RRab	80.069625	-67.722444	18.762	19.306	0.544	0.57675580	0.00000070	6000.21132	0.532	0.502	4.396	0.335	2.820
OGLE-LMC-RRLYR-31481	RRab	80.076495	-67.274889	18.900	19.424	0.524	0.46668410	0.00000100	6000.21968	0.555	0.405	4.127	0.164	2.036
OGLE-LMC-RRLYR-31482	RRab	80.076705	-64.035778	18.648	19.202	0.554	0.61518770	0.00000100	6000.57443	0.678	0.544	4.200	0.369	2.428
OGLE-LMC-RRLYR-31484	RRab	80.078130	-65.178917	18.691	19.164	0.473	0.53952170	0.00000100	6000.08697	0.586	0.476	4.177	0.360	2.115
OGLE-LMC-RRLYR-31485	RRab	80.083035	-67.371278	19.034	19.513	0.479	0.40346150	0.00000030	6000.16388	0.877	0.547	4.152	0.367	2.278
OGLE-LMC-RRLYR-31486	RRab	80.085660	-66.986222	18.848	19.423	0.575	0.59371990	0.00000100	6000.13176	0.519	0.488	4.307	0.372	2.648
OGLE-LMC-RRLYR-31487	RRab	80.088045	-67.305417	18.873	19.740	0.867	0.52764770	0.00000090	6000.48669	0.800	0.468	4.097	0.329	2.128
OGLE-LMC-RRLYR-31488	RRab	80.090295	-65.100861	18.335	18.923	0.588	0.70817420	0.00000090	6000.46522	0.530	0.483	4.526	0.320	2.913
OGLE-LMC-RRLYR-31489	RRab	80.090415	-72.147222	18.407	19.018	0.611	0.71252730	0.00000150	6000.03209	0.466	0.471	4.326	0.351	2.773
OGLE-LMC-RRLYR-31491	RRab	80.094960	-76.332972	18.478	19.183	0.705	0.69399830	0.00001030	6000.12571	0.377	0.463	4.553	0.225	3.138
OGLE-LMC-RRLYR-31492	RRab	80.096295	-73.810083	18.901	19.533	0.632	0.54659130	0.00000100	6000.43150	0.663	0.431	4.445	0.395	2.531
OGLE-LMC-RRLYR-31495	RRab	80.097585	-66.301583	18.432	18.946	0.514	0.58810720	0.00000040	6000.37890	0.800	0.401	4.207	0.300	1.915
OGLE-LMC-RRLYR-31497	RRab	80.101995	-72.139389	18.730	19.379	0.649	0.62512890	0.00000220	6000.13328	0.316	0.378	4.573	0.220	3.166
OGLE-LMC-RRLYR-31499	RRab	80.102370	-63.489806	18.620	19.089	0.469	0.50833370	0.00000110	6000.30110	0.688	0.434	4.088	0.308	1.889
OGLE-LMC-RRLYR-31500	RRab	80.104545	-72.800861	18.602	19.217	0.615	0.70584160	0.00000110	6000.66816	0.591	0.529	4.664	0.353	3.032
OGLE-LMC-RRLYR-31503	RRab	80.107710	-75.527194	18.704	19.188	0.484	0.48458650	0.00000380	6000.30036	0.724	0.436	4.054	0.293	2.170
OGLE-LMC-RRLYR-31505	RRab	80.109495	-64.997583	18.757	19.362	0.605	0.60775090	0.00000190	6000.06649	0.422	0.408	4.461	0.308	2.920
OGLE-LMC-RRLYR-31506	RRab	80.109705	-73.788278	18.882	19.499	0.617	0.55752730	0.00000110	6000.33972	0.715	0.477	4.185	0.325	2.157
OGLE-LMC-RRLYR-31507	RRab	80.110590	-62.349722	18.442	19.016	0.574	0.57143360	0.00000220	6000.33528	0.519	0.444	4.217	0.220	2.286
OGLE-LMC-RRLYR-31511	RRab	80.119785	-54.990111	16.350	16.948	0.598	0.57556790	0.00000400	6000.46002	0.463	0.540	4.270	0.409	2.502
OGLE-LMC-RRLYR-31512	RRab	80.120250	-64.254250	18.569	19.123	0.554	0.59664590	0.00000070	6000.38798	0.757	0.485	4.226	0.369	2.438
OGLE-LMC-RRLYR-31513	RRab	80.122290	-65.144500	18.828	19.401	0.573	0.56851530	0.00000120	6000.41245	0.672	0.527	4.410	0.354	2.558
OGLE-LMC-RRLYR-31517	RRab	80.124330	-72.049472	18.494	19.044	0.550	0.62186040	0.00000130	6000.50504	0.532	0.454	4.351	0.299	2.499
OGLE-LMC-RRLYR-31518	RRab	80.129250	-67.403417	19.260	19.591	0.331	0.53922600	0.00000110	6000.06719	1.029	0.436	4.269	0.367	2.154
OGLE-LMC-RRLYR-31521	RRab	80.132295	-66.484167	18.699	19.304	0.605	0.61663740	0.00000230	6000.13182	0.364	0.351	4.535	0.287	3.081
OGLE-LMC-RRLYR-31522	RRab	80.133750	-67.242528	18.848	19.413	0.565	0.55288950	0.00000070	6000.05396	0.650	0.479	4.119	0.411	2.402
OGLE-LMC-RRLYR-31523	RRab	80.134710	-72.111194	18.751	19.317	0.566	0.55964430	0.00000240	6000.02802	0.426	0.368	4.376	0.248	2.488
OGLE-LMC-RRLYR-31524	RRab	80.134755	-64.129806	18.567	19.044	0.477	0.52170080	0.00000050	6000.26416	0.771	0.461	4.132	0.354	2.086
OGLE-LMC-RRLYR-31526	RRab	80.136465	-59.791556	18.713	19.244	0.531	0.50995310	0.00000650	6000.32075	0.648	0.508	4.087	0.283	2.211
OGLE-LMC-RRLYR-31527	RRab	80.137545	-65.708306	18.653	19.186	0.533	0.56139750	0.00000040	6000.41411	0.770	0.459	4.117	0.362	2.128
OGLE-LMC-RRLYR-31528	RRab	80.138295	-74.747861	18.868	19.521	0.653	0.56277430	0.00000090	6000.30128	0.679	0.472	4.227	0.412	2.516
OGLE-LMC-RRLYR-31529	RRab	80.138340	-62.088639	18.761	19.188	0.427	0.52546920	0.00000170	6000.51590	0.551	0.431	4.225	0.242	2.089
OGLE-LMC-RRLYR-31532	RRab	80.143545	-66.123056	18.664	19.301	0.637	0.61928870	0.00000190	6000.12163	0.330	0.424	4.517	0.264	3.010
OGLE-LMC-RRLYR-31534	RRab	80.146830	-71.929694	18.765	19.378	0.613	0.64085410	0.00000360	6000.09215	0.189	0.271	4.748	0.000	-99.99
OGLE-LMC-RRLYR-31535	RRab	80.147505	-62.895917	18.545	19.154	0.609	0.62055120	0.00000260	6000.29911	0.299	0.345	4.535	0.150	2.912
OGLE-LMC-RRLYR-31536	RRab	80.148420	-61.051028	18.642	19.177	0.535	0.51627130	0.00000050	6000.13944	0.800	0.437	4.016	0.332	1.981
OGLE-LMC-RRLYR-31537	RRab	80.149665	-66.903806	19.017	19.713	0.696	0.58532110	0.00000260	6000.00462	0.294	0.364	4.820	0.233	3.572
OGLE-LMC-RRLYR-31538	RRab	80.150460	-74.400583	18.744	19.537	0.793	0.64596480	0.00000190	6000.08308	0.541	0.407	4.286	0.377	2.468
OGLE-LMC-RRLYR-31539	RRab	80.150580	-67.691194	18.826	19.404	0.578	0.53209040	0.00000270	6000.11740	0.478	0.362	3.980	0.211	1.700
OGLE-LMC-RRLYR-31540	RRab	80.152080	-79.049333	16.881	17.634	0.753	0.65997800	0.00000380	6000.44400	0.445	0.434	4.563	0.319	3.022
OGLE-LMC-RRLYR-31541	RRab	80.152455	-72.335528	18.836	19.391	0.555	0.58805150	0.00000250	6000.25169	0.429	0.378	4.326	0.256	2.608
OGLE-LMC-RRLYR-31542	RRab	80.152785	-66.612139	18.551	19.131	0.580	0.56222540	0.00000130	6000.53504	0.559	0.377	4.139	0.273	1.957
OGLE-LMC-RRLYR-31543	RRab	80.153250	-74.267889	19.103	19.830	0.727	0.53365470	0.00000280	6000.42654	0.391	0.355	4.504	0.174	2.274
OGLE-LMC-RRLYR-31544	RRab	80.155035	-72.286750	18.810	19.432	0.622	0.55430850	0.00000170	6000.02023	0.505	0.456	4.222	0.265	2.505
OGLE-LMC-RRLYR-31545	RRab	80.157090	-66.246611	18.741	19.319	0.578	0.58022380	0.00000080	6000.17231	0.506	0.471	4.425	0.337	2.775
OGLE-LMC-RRLYR-31547	RRab	80.159130	-72.544139	18.777	19.320	0.543	0.57298670	0.00000070	6000.25599	0.650	0.487	4.319	0.366	2.496
OGLE-LMC-RRLYR-31548	RRab	80.160420	-74.334056	18.442	19.227	0.785	0.71852650	0.00000390	6000.42641	0.312	0.371	4.301	0.312	2.812
OGLE-LMC-RRLYR-31549	RRab	80.162250	-64.228056	18.601	19.149	0.548	0.62363650	0.00000230	6000.22088	0.566	0.465	4.257	0.261	2.117
OGLE-LMC-RRLYR-31550	RRab	80.163210	-74.277028	18.759	19.348	0.589	0.57268300	0.00000070	6000.51270	0.775	0.472	4.113	0.336	2.174
OGLE-LMC-RRLYR-31551	RRab	80.168460	-64.591333	18.605	19.079	0.474	0.53228220	0.00000060	6000.50129	0.836	0.460	4.118	0.361	2.068
OGLE-LMC-RRLYR-31558	RRab	80.175045	-72.107139	18.484	19.119	0.635	0.83053140	0.00000330	6000.21218	0.307	0.353	4.829	0.196	3.588
OGLE-LMC-RRLYR-31559	RRab	80.175870	-62.998500	18.631	19.197	0.566	0.63246710	0.00000310	6000.46450	0.218	0.320	4.540	0.000	-99.99
OGLE-LMC-RRLYR-31560	RRab	80.176035	-66.442361	18.994	19.596	0.602	0.53602540	0.00000190	6000.40606	0.516	0.382	4.278	0.224	2.288
OGLE-LMC-RRLYR-31561	RRab	80.176500	-66.371944	18.655	19.244	0.589	0.62126200	0.00000210	6000.23208	0.408	0.431	4.393	0.221	2.664
OGLE-LMC-RRLYR-31562	RRab	80.176785	-66.059694	18.673	19.273	0.600	0.58209470	0.00000080	6000.34959	0.522	0.495	4.294	0.373	2.687
OGLE-LMC-RRLYR-31563	RRab	80.176875	-61.706194	18.803	19.428	0.625	0.54301770	0.00000150	6000.07856	0.601	0.414	4.370	0.294	2.342
OGLE-LMC-RRLYR-31566	RRab	80.179545	-73.957889	18.734	19.419	0.685	0.64429730	0.00000440	6000.48827	0.263	0.345	4.565	0.201	3.140
OGLE-LMC-RRLYR-31568	RRab	80.181165	-72.486083	18.922	19.504	0.582	0.57450540	0.00000140	6000.43254	0.557	0.412	4.335	0.255	2.112
OGLE-LMC-RRLYR-31569	RRab	80.181540	-72.751806	18.863	19.464	0.601	0.52845700	0.00000160	6000.28962	0.542	0.371	4.130	0.240	2.266
OGLE-LMC-RRLYR-31570	RRab	80.182035	-66.602583	19.077	19.849	0.772	0.54245310	0.00000180	6000.51211	0.613	0.458	4.352	0.290	2.164
OGLE-LMC-RRLYR-31573	RRab	80.182920	-67.337333	18.957	19.494	0.537	0.45647310	0.00000040	6000.30535	0.881	0.514	4.110	0.365	2.062
OGLE-LMC-RRLYR-31574	RRab	80.189880	-72.803139	18.294	19.049	0.755	0.64007040	0.00000240	6000.32873	0.186	0.415	4.667	0.278	3.400
OGLE-LMC-RRLYR-31577	RRab	80.196330	-67.649278	18.717	19.140	0.423	0.50255400	0.00000070	6000.47234	0.769	0.471	4.218	0.322	2.171
OGLE-LMC-RRLYR-31578	RRab	80.196960	-65.144472	18.820	19.380	0.560	0.57018100	0.00000080	6000.38098	0.664	0.485	4.202	0.376	2.358
OGLE-LMC-RRLYR-31579	RRab	80.197215	-67.136222	18.688	19.213	0.525	0.55289330	0.00000160	6000.23810	0.526	0.378	4.239	0.205	2.090
OGLE-LMC-RRLYR-31580	RRab	80.197380	-67.195000	18.886	19.629	0.743	0.66607750	0.00000490	6000.23308	0.240	0.379	4.468	0.173	-99.99
OGLE-LMC-RRLYR-31582	RRab	80.202165	-72.398250	18.794	19.388	0.594	0.59622630	0.00000110	6000.06400	0.524	0.491	4.387	0.353	2.789
OGLE-LMC-RRLYR-31583	RRab	80.203455	-63.105667	18.767	19.223	0.456	0.51252940	0.00000060	6000.15448	0.786	0.487	4.058	0.330	2.205
OGLE-LMC-RRLYR-31584	RRab	80.203875	-65.031139	18.816	19.436	0.620	0.57574650	0.00000060	6000.37613	0.656	0.532	4.278	0.371	2.594
OGLE-LMC-RRLYR-31586	RRab	80.207130	-73.012306	18.720	19.390	0.670	0.67964490	0.00000300	6000.29529	0.268	0.389	4.645	0.166	3.356
OGLE-LMC-RRLYR-31587	RRab	80.207505	-66.627417	18.767	19.437	0.670	0.61613700	0.00000150	6000.47223	0.420	0.446	4.420	0.321	2.709
OGLE-LMC-RRLYR-31588	RRab	80.209215	-62.537417	18.624	19.218	0.594	0.62154880	0.00000200	6000.58290	0.401	0.388	4.582	0.300	3.052
OGLE-LMC-RRLYR-31589	RRab	80.209245	-64.787361	18.757	19.312	0.555	0.48396450	0.00000260	6000.25297	0.646	0.266	3.948	0.142	2.196
OGLE-LMC-RRLYR-31590	RRab	80.209410	-74.170750	18.973	19.603	0.630	0.59821870	0.00000300	6000.17758	0.410	0.523	4.475	0.248	2.387
OGLE-LMC-RRLYR-31592	RRab	80.209710	-75.997556	18.719	19.354	0.635	0.50072660	0.00000650	6000.32724	0.504	0.318	3.799	0.235	1.940
OGLE-LMC-RRLYR-31593	RRab	80.209755	-74.957333	19.053	19.744	0.691	0.56849530	0.00000660	6000.54544	0.636	0.504	4.113	0.346	2.340
OGLE-LMC-RRLYR-31594	RRab	80.209830	-74.443639	18.929	19.587	0.658	0.53601870	0.00000400	6000.22443	0.547	0.332	4.118	0.086	1.384
OGLE-LMC-RRLYR-31595	RRab	80.211120	-64.015222	18.652	19.292	0.640	0.64817980	0.00000500	6000.41018	0.179	0.295	4.489	0.000	-99.99
OGLE-LMC-RRLYR-31596	RRab	80.215215	-67.278917	18.854	19.509	0.655	0.63672930	0.00000260	6000.52449	0.255	0.373	4.747	0.175	3.222
OGLE-LMC-RRLYR-31597	RRab	80.215620	-67.692611	18.528	19.097	0.569	0.65817650	0.00000090	6000.50053	0.609	0.499	4.363	0.346	2.697
OGLE-LMC-RRLYR-31598	RRab	80.215920	-73.061861	18.868	19.459	0.591	0.54337960	0.00000110	6000.17450	0.606	0.462	4.315	0.350	2.394
OGLE-LMC-RRLYR-31601	RRab	80.218035	-64.791306	18.738	19.368	0.630	0.61296140	0.00000270	6000.03435	0.377	0.413	4.499	0.209	2.760
OGLE-LMC-RRLYR-31602	RRab	80.218590	-67.110361	19.044	19.640	0.596	0.53764500	0.00000070	6000.25366	0.754	0.445	4.195	0.350	2.238
OGLE-LMC-RRLYR-31603	RRab	80.219370	-66.491333	18.719	19.328	0.609	0.62219140	0.00000100	6000.21966	0.519	0.516	4.452	0.338	2.935
OGLE-LMC-RRLYR-31604	RRab	80.220255	-72.335028	18.784	19.427	0.643	0.58623680	0.00000110	6000.55032	0.506	0.472	4.403	0.324	2.749
OGLE-LMC-RRLYR-31605	RRab	80.220840	-65.994500	18.483	19.038	0.555	0.67294640	0.00000160	6000.65166	0.552	0.461	4.342	0.298	2.520
OGLE-LMC-RRLYR-31606	RRab	80.222340	-72.036389	16.723	17.835	1.112	0.62562000	0.00000250	6000.06480	0.074	0.533	4.437	0.317	2.741
OGLE-LMC-RRLYR-31607	RRab	80.223165	-65.124389	18.555	19.163	0.608	0.64554920	0.00000370	6000.22854	0.168	0.252	4.567	0.000	-99.99
OGLE-LMC-RRLYR-31608	RRab	80.223285	-72.611417	18.884	19.470	0.586	0.53841780	0.00000230	6000.40376	0.437	0.360	4.160	0.205	2.132
OGLE-LMC-RRLYR-31609	RRab	80.224125	-72.301972	18.970	19.430	0.460	0.48571100	0.00000080	6000.30654	0.688	0.439	4.076	0.355	2.064
OGLE-LMC-RRLYR-31610	RRab	80.225040	-67.220028	18.829	19.453	0.624	0.57130030	0.00000080	6000.41484	0.577	0.493	4.441	0.364	2.845
OGLE-LMC-RRLYR-31611	RRab	80.226465	-72.263694	18.547	19.103	0.556	0.54999760	0.00000190	6000.50246	0.437	0.362	4.219	0.219	2.011
OGLE-LMC-RRLYR-31612	RRab	80.227455	-74.124278	18.869	19.581	0.712	0.69045340	0.00000390	6000.50968	0.438	0.485	4.379	0.255	2.490
OGLE-LMC-RRLYR-31613	RRab	80.227665	-66.629750	18.984	19.607	0.623	0.48290890	0.00000110	6000.15483	0.602	0.427	4.082	0.214	2.136
OGLE-LMC-RRLYR-31614	RRab	80.228205	-67.260194	18.823	19.417	0.594	0.55841790	0.00000100	6000.37903	0.508	0.505	4.314	0.291	2.800
OGLE-LMC-RRLYR-31615	RRab	80.232660	-75.298028	18.694	19.381	0.687	0.70052400	0.00001060	6000.57210	0.384	0.432	4.633	0.309	3.892
OGLE-LMC-RRLYR-31616	RRab	80.237505	-72.229583	19.047	19.621	0.574	0.47774570	0.00000050	6000.05828	0.832	0.531	4.213	0.381	2.394
OGLE-LMC-RRLYR-31617	RRab	80.238000	-71.927778	18.958	19.551	0.593	0.55188680	0.00000080	6000.21765	0.634	0.531	4.185	0.332	2.456
OGLE-LMC-RRLYR-31618	RRab	80.238165	-75.242278	18.832	19.503	0.671	0.51407460	0.00000390	6000.15721	0.673	0.505	4.031	0.330	1.990
OGLE-LMC-RRLYR-31619	RRab	80.238330	-67.711111	18.849	19.432	0.583	0.57778340	0.00000070	6000.17669	0.646	0.505	4.270	0.354	2.613
OGLE-LMC-RRLYR-31620	RRab	80.239125	-67.503806	18.610	19.201	0.591	0.57759270	0.00000140	6000.56480	0.543	0.393	4.327	0.246	2.199
OGLE-LMC-RRLYR-31621	RRab	80.239920	-67.718139	19.099	19.770	0.671	0.56768040	0.00000140	6000.37499	0.541	0.440	4.259	0.297	2.337
OGLE-LMC-RRLYR-31622	RRab	80.240790	-67.549556	18.609	19.089	0.480	0.54137010	0.00000250	6000.26687	0.469	0.297	3.964	0.100	1.498
OGLE-LMC-RRLYR-31623	RRab	80.241090	-61.673083	15.755	16.327	0.572	0.69666840	0.00000310	6000.30788	0.355	0.487	4.753	0.199	3.556
OGLE-LMC-RRLYR-31625	RRab	80.243790	-72.207417	18.628	19.283	0.655	0.77687460	0.00000470	6000.26106	0.187	0.240	4.783	0.119	3.552
OGLE-LMC-RRLYR-31626	RRab	80.244000	-67.738361	19.244	19.953	0.709	0.60841000	0.00000320	6000.51890	0.303	0.398	4.445	0.180	2.855
OGLE-LMC-RRLYR-31627	RRab	80.246505	-67.392667	18.695	19.349	0.654	0.60511770	0.00000100	6000.06138	0.571	0.483	4.313	0.404	2.643
OGLE-LMC-RRLYR-31628	RRab	80.246670	-72.629333	18.772	19.393	0.621	0.54840480	0.00000130	6000.30943	0.560	0.488	4.272	0.372	2.496
OGLE-LMC-RRLYR-31630	RRab	80.246790	-72.852444	18.806	19.337	0.531	0.52509530	0.00000090	6000.05266	0.680	0.461	4.095	0.280	2.059
OGLE-LMC-RRLYR-31631	RRab	80.248920	-73.239667	18.764	19.371	0.607	0.64980800	0.00000340	6000.48955	0.209	0.260	4.497	0.168	3.783
OGLE-LMC-RRLYR-31632	RRab	80.249085	-73.334361	18.746	19.445	0.699	0.62639870	0.00000640	6000.35724	0.165	0.355	4.676	0.252	3.291
