# Date:     2025-02-15 17:51:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-CEP-2886	F	85.169535	-71.222472	15.587	16.566	0.979	3.3208177	0.0000114	6000.67081	0.234	0.292	4.532	0.097	2.966
OGLE-LMC-CEP-2887	1	85.170090	-71.138528	17.071	17.764	0.693	0.6540090	0.0000027	6000.06573	0.129	0.169	3.221	0.112	1.094
OGLE-LMC-CEP-2888	F	85.178955	-70.365028	15.220	15.980	0.760	3.4348873	0.0000131	6002.11355	0.507	0.393	4.509	0.211	2.700
OGLE-LMC-CEP-2889	F	85.179420	-70.569306	15.367	16.282	0.915	3.8381685	0.0000108	6000.42492	0.362	0.394	4.699	0.171	3.149
OGLE-LMC-CEP-2890	F	85.182255	-70.348083	15.677	16.313	0.636	2.6366609	0.0000042	6001.66205	0.638	0.477	4.391	0.264	2.530
OGLE-LMC-CEP-2891	F	85.182630	-69.657778	15.865	16.686	0.821	2.4206845	0.0000025	6000.22108	0.554	0.461	4.279	0.246	2.487
OGLE-LMC-CEP-2892	F	85.186995	-69.455861	15.176	16.082	0.906	4.3209395	0.0000164	6003.28486	0.268	0.310	4.737	0.103	3.157
OGLE-LMC-CEP-2893	F	85.191330	-68.734750	14.687	15.456	0.769	5.3222387	0.0000244	6004.70071	0.349	0.398	4.881	0.131	3.524
OGLE-LMC-CEP-2894	F	85.195965	-69.933972	15.215	16.221	1.006	4.7942543	0.0000147	6001.35735	0.365	0.362	4.753	0.135	3.323
OGLE-LMC-CEP-2895	1	85.198125	-70.491250	15.443	16.211	0.768	2.1702218	0.0000086	6000.81090	0.151	0.125	5.311	0.036	4.910
OGLE-LMC-CEP-2896	1	85.204920	-68.388917	17.451	-99.99	-99.99	0.4184678	0.0000010	6000.26244	0.136	0.332	6.181	0.000	-99.99
OGLE-LMC-CEP-2897	F	85.216410	-70.376833	15.907	16.653	0.746	2.2341288	0.0000026	6000.93297	0.435	0.470	4.391	0.245	2.662
OGLE-LMC-CEP-2898	F	85.218750	-70.975139	15.830	16.543	0.713	2.1088037	0.0000027	6001.37391	0.578	0.466	4.293	0.259	2.480
OGLE-LMC-CEP-2899	1	85.226040	-70.268472	15.708	16.715	1.007	2.3260399	0.0000102	6002.18185	0.204	0.064	5.206	0.021	5.178
OGLE-LMC-CEP-2900	F	85.226955	-70.548972	15.420	16.204	0.784	3.1025772	0.0000029	6000.07955	0.502	0.425	4.495	0.226	2.751
OGLE-LMC-CEP-2901	1	85.241625	-70.284611	15.436	16.559	1.123	3.1456723	0.0000188	6001.36956	0.214	0.037	3.298	0.068	5.381
OGLE-LMC-CEP-2902	1	85.246965	-70.265222	15.657	16.506	0.849	1.9466902	0.0000039	6000.62611	0.272	0.190	4.504	0.032	2.802
OGLE-LMC-CEP-2903	F	85.247370	-68.522250	14.815	15.517	0.702	4.3560642	0.0000040	6001.89785	0.609	0.461	4.568	0.249	2.935
OGLE-LMC-CEP-2904	F	85.255710	-71.861944	14.596	15.373	0.777	5.4473883	0.0000151	6004.06800	0.493	0.435	4.782	0.180	3.318
OGLE-LMC-CEP-2905	F	85.272120	-70.326806	14.979	15.695	0.716	4.0608590	0.0000046	6001.24940	0.520	0.412	4.632	0.203	2.952
OGLE-LMC-CEP-2906	12	85.274625	-69.055222	16.520	17.281	0.761	1.0117020	0.0000018	6000.01754	0.235	0.230	4.005	0.092	1.947
OGLE-LMC-CEP-2907	F	85.276965	-70.405250	15.590	16.437	0.847	3.0259452	0.0000030	6002.91716	0.486	0.457	4.540	0.248	2.847
OGLE-LMC-CEP-2908	1	85.282545	-70.381972	15.482	16.224	0.742	2.0233618	0.0000045	6001.07795	0.246	0.146	4.688	0.016	3.784
OGLE-LMC-CEP-2909	F	85.287285	-69.618972	14.732	15.662	0.930	7.3233489	0.0000687	6000.73333	0.137	0.160	6.024	0.017	5.716
OGLE-LMC-CEP-2910	F	85.287915	-70.402889	14.768	15.564	0.796	5.1085683	0.0000102	6004.53799	0.531	0.446	4.907	0.189	3.450
OGLE-LMC-CEP-2911	F	85.293870	-68.429500	13.487	14.290	0.803	11.2389845	0.0001945	6002.82840	0.119	0.045	5.134	0.000	-99.99
OGLE-LMC-CEP-2912	1	85.296120	-70.596889	15.374	16.117	0.743	2.1399212	0.0000043	6002.06169	0.245	0.149	4.587	0.000	-99.99
OGLE-LMC-CEP-2913	F	85.296375	-69.540944	15.445	-99.99	-99.99	3.3459500	0.0000053	6002.74053	0.399	0.425	4.656	0.214	2.928
OGLE-LMC-CEP-2914	1	85.296795	-69.542778	15.442	-99.99	-99.99	2.0016206	0.0000039	6000.38952	0.236	0.126	4.527	0.035	1.660
OGLE-LMC-CEP-2915	F	85.298835	-70.365222	15.162	15.963	0.801	3.9993166	0.0000099	6001.49574	0.556	0.425	4.615	0.198	2.957
OGLE-LMC-CEP-2916	1	85.305705	-70.795417	16.342	17.188	0.846	1.2509403	0.0000030	6000.71321	0.180	0.172	4.215	0.041	1.449
OGLE-LMC-CEP-2917	F	85.307085	-69.064417	13.678	14.521	0.843	11.4464069	0.0001467	6001.46789	0.587	0.217	4.641	0.134	0.867
OGLE-LMC-CEP-2918	F	85.308585	-70.934278	15.374	16.203	0.829	3.5336352	0.0000067	6000.64150	0.402	0.425	4.639	0.196	2.991
OGLE-LMC-CEP-2919	1	85.310205	-68.921417	16.983	17.840	0.857	0.7855066	0.0000068	6000.39828	0.080	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2920	1	85.318335	-70.307194	15.582	16.391	0.809	1.9601645	0.0000061	6001.76795	0.167	0.091	4.693	0.000	-99.99
OGLE-LMC-CEP-2921	1	85.321080	-72.413472	15.149	15.825	0.676	2.4360547	0.0000200	6000.37542	0.094	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2922	F	85.321335	-72.198528	13.540	14.310	0.770	12.7704755	0.0000783	6008.87727	0.603	0.296	4.766	0.187	2.314
OGLE-LMC-CEP-2923	1	85.322295	-70.125194	15.485	16.395	0.910	2.3881337	0.0000114	6002.31690	0.178	0.041	5.106	0.000	-99.99
OGLE-LMC-CEP-2924	F1	85.322535	-70.277361	16.238	16.925	0.687	1.4714039	0.0000101	6000.97269	0.379	0.324	4.157	0.101	1.777
OGLE-LMC-CEP-2925	F	85.324710	-70.739861	15.704	16.527	0.823	2.5114189	0.0000022	6002.50903	0.619	0.459	4.331	0.243	2.431
OGLE-LMC-CEP-2926	F	85.328880	-70.380694	15.268	16.075	0.807	3.6843935	0.0000057	6001.72091	0.412	0.407	4.592	0.189	2.984
OGLE-LMC-CEP-2927	F	85.336335	-71.182667	15.839	16.667	0.828	2.5167462	0.0000051	6000.92002	0.340	0.406	4.440	0.182	2.646
OGLE-LMC-CEP-2928	F	85.340910	-70.440278	15.083	15.882	0.799	4.0642549	0.0000045	6000.73799	0.561	0.452	4.632	0.239	3.047
OGLE-LMC-CEP-2929	1	85.345710	-70.197778	15.230	15.968	0.738	2.3845443	0.0000091	6001.22175	0.198	0.074	4.778	0.000	-99.99
OGLE-LMC-CEP-2930	F	85.348290	-70.282750	14.973	15.820	0.847	4.6334619	0.0000054	6000.24752	0.571	0.444	4.692	0.209	3.116
OGLE-LMC-CEP-2931	F	85.351245	-70.296639	16.117	17.404	1.287	3.4050699	0.0000057	6000.02779	0.439	0.446	4.651	0.237	3.023
OGLE-LMC-CEP-2932	1	85.353330	-68.718222	17.207	18.021	0.814	0.6757960	0.0000015	6000.63609	0.207	0.162	3.198	0.142	0.997
OGLE-LMC-CEP-2933	F	85.360170	-70.326250	15.688	16.517	0.829	2.7392452	0.0000032	6001.02440	0.456	0.466	4.491	0.250	2.818
OGLE-LMC-CEP-2934	F	85.362495	-69.171222	14.716	15.765	1.049	6.6068819	0.0000183	6000.29533	0.522	0.407	5.037	0.162	3.226
OGLE-LMC-CEP-2935	1	85.363170	-69.888583	15.729	16.509	0.780	1.7789187	0.0000046	6000.59012	0.263	0.183	4.596	0.036	3.287
OGLE-LMC-CEP-2936	F	85.364040	-71.940056	14.900	15.690	0.790	4.7255009	0.0000103	6004.56857	0.552	0.470	4.816	0.223	3.325
OGLE-LMC-CEP-2937	F	85.364625	-70.795861	13.612	14.750	1.138	16.1610598	0.0001672	6001.56003	0.739	0.312	5.095	0.189	3.321
OGLE-LMC-CEP-2938	F	85.372035	-69.917500	15.124	15.973	0.849	4.1330379	0.0000142	6003.07791	0.237	0.281	4.640	0.076	3.133
OGLE-LMC-CEP-2939	F	85.381545	-68.794389	15.227	16.154	0.927	4.3704932	0.0000101	6003.17783	0.510	0.459	4.777	0.223	3.301
OGLE-LMC-CEP-2940	1	85.392540	-70.289583	15.432	16.264	0.832	2.2703713	0.0000080	6001.14415	0.228	0.086	4.729	0.020	4.677
OGLE-LMC-CEP-2941	F	85.394160	-70.848194	15.179	16.033	0.854	3.7176802	0.0000087	6000.52114	0.412	0.429	4.571	0.219	2.917
OGLE-LMC-CEP-2942	F	85.396620	-70.292806	15.503	16.307	0.804	2.9245024	0.0000027	6001.14620	0.618	0.458	4.368	0.257	2.429
OGLE-LMC-CEP-2943	F	85.397040	-70.964194	15.365	16.101	0.736	3.1259494	0.0000065	6001.87995	0.542	0.446	4.515	0.252	2.792
OGLE-LMC-CEP-2944	F	85.400955	-69.693639	13.336	14.328	0.992	20.3183438	0.0002312	6000.82513	0.469	0.219	4.872	0.159	2.729
OGLE-LMC-CEP-2945	12	85.417995	-72.126583	16.970	17.593	0.623	0.6370773	0.0000013	6000.30921	0.274	0.224	3.580	0.165	1.263
OGLE-LMC-CEP-2946	F	85.440585	-71.213917	15.950	16.684	0.734	1.9861394	0.0000038	6000.47697	0.358	0.405	4.287	0.199	2.429
OGLE-LMC-CEP-2947	F	85.443495	-71.316667	15.634	16.357	0.723	2.7050431	0.0000027	6002.15167	0.469	0.466	4.515	0.253	2.827
OGLE-LMC-CEP-2948	1	85.448340	-70.297528	17.357	17.982	0.625	0.5177839	0.0000009	6000.49965	0.183	0.210	3.223	0.112	0.873
OGLE-LMC-CEP-2949	F	85.452255	-68.687806	13.167	14.125	0.958	19.2261771	0.0002070	6010.41251	0.589	0.207	4.977	0.126	2.286
OGLE-LMC-CEP-2950	F	85.460085	-70.393389	15.339	16.116	0.777	3.3339345	0.0000047	6001.72368	0.567	0.457	4.498	0.263	2.776
OGLE-LMC-CEP-2951	F	85.460910	-70.418250	15.080	15.976	0.896	4.5505903	0.0000106	6001.89855	0.343	0.377	4.691	0.144	3.118
OGLE-LMC-CEP-2952	F	85.464210	-69.403444	15.485	16.279	0.794	3.2000341	0.0000033	6002.61587	0.523	0.438	4.509	0.239	2.779
OGLE-LMC-CEP-2953	F	85.468005	-69.827028	15.109	15.870	0.761	3.6508602	0.0000040	6003.37533	0.553	0.419	4.506	0.219	2.795
OGLE-LMC-CEP-2954	F	85.473090	-70.528139	15.627	16.431	0.804	2.7808316	0.0000054	6000.65984	0.628	0.479	4.424	0.270	2.575
OGLE-LMC-CEP-2955	1	85.474215	-70.162167	15.266	15.891	0.625	2.0119952	0.0000051	6001.36220	0.250	0.167	4.612	0.027	3.338
OGLE-LMC-CEP-2956	F	85.483665	-70.505972	15.407	16.252	0.845	3.4776349	0.0000031	6001.41230	0.604	0.446	4.504	0.261	2.799
OGLE-LMC-CEP-2957	F	85.487955	-71.097778	15.739	16.607	0.868	2.7392761	0.0000039	6001.73982	0.363	0.426	4.472	0.198	2.759
OGLE-LMC-CEP-2958	F	85.489875	-70.848722	15.633	16.548	0.915	3.0856015	0.0000053	6000.71219	0.407	0.431	4.585	0.215	2.921
OGLE-LMC-CEP-2959	1	85.492290	-70.221500	14.581	-99.99	-99.99	4.1582130	0.0000102	6000.43690	0.244	0.118	4.350	0.042	0.804
OGLE-LMC-CEP-2960	12	85.494465	-69.363111	17.569	18.135	0.566	0.4163658	0.0000006	6000.25162	0.191	0.063	3.481	0.000	-99.99
OGLE-LMC-CEP-2961	1	85.511340	-70.213861	15.393	16.014	0.621	2.0070029	0.0000176	6001.47563	0.286	0.186	4.559	0.035	3.068
OGLE-LMC-CEP-2962	1	85.512585	-70.355167	15.598	16.355	0.757	1.9691935	0.0000064	6001.93365	0.159	0.093	4.901	0.000	-99.99
OGLE-LMC-CEP-2963	1	85.517580	-70.102694	15.578	16.366	0.788	1.9254523	0.0000033	6001.18281	0.276	0.196	4.580	0.033	3.047
OGLE-LMC-CEP-2964	F	85.520745	-68.373500	15.237	15.885	0.648	2.9788188	0.0000028	6000.71429	0.581	0.440	4.401	0.246	2.537
OGLE-LMC-CEP-2965	1	85.523790	-68.881750	14.653	15.646	0.993	4.7374626	0.0000377	6001.84955	0.195	0.147	4.539	0.047	2.254
OGLE-LMC-CEP-2966	F	85.525830	-68.592444	15.575	16.360	0.785	2.8937798	0.0000023	6001.19493	0.566	0.474	4.500	0.277	2.763
OGLE-LMC-CEP-2967	1	85.526460	-70.790056	15.730	16.609	0.879	1.9130345	0.0000058	6001.59187	0.158	0.111	4.754	0.000	-99.99
OGLE-LMC-CEP-2968	F	85.532955	-69.005361	14.393	15.339	0.946	7.8756988	0.0001179	6000.92697	0.391	0.313	5.563	0.138	4.268
OGLE-LMC-CEP-2969	F	85.538160	-69.207944	15.340	16.246	0.906	4.0807326	0.0000055	6004.07837	0.645	0.445	4.459	0.224	2.656
OGLE-LMC-CEP-2970	1	85.538205	-71.370222	16.227	16.933	0.706	1.2205660	0.0000028	6000.39975	0.184	0.185	4.335	0.034	2.093
OGLE-LMC-CEP-2971	F	85.544625	-68.021000	14.720	15.484	0.764	4.8337385	0.0000065	6000.06946	0.503	0.427	4.674	0.212	3.157
OGLE-LMC-CEP-2972	F	85.549710	-68.838861	15.169	15.945	0.776	3.9130460	0.0000038	6002.72814	0.643	0.468	4.571	0.262	2.925
OGLE-LMC-CEP-2973	12	85.550415	-71.202278	17.181	17.949	0.768	0.6055581	0.0000009	6000.07350	0.326	0.231	3.602	0.115	1.166
OGLE-LMC-CEP-2974	12	85.556715	-70.153778	17.107	17.932	0.825	0.7343865	0.0000019	6000.19696	0.185	0.211	3.338	0.115	1.456
OGLE-LMC-CEP-2975	1	85.563165	-68.348750	14.203	14.841	0.638	4.2065481	0.0000177	6003.44642	0.133	0.127	4.018	0.028	1.164
OGLE-LMC-CEP-2976	F	85.564620	-71.181500	15.769	16.748	0.979	2.9251090	0.0000175	6001.13167	0.234	0.318	4.438	0.086	2.600
OGLE-LMC-CEP-2977	1	85.566210	-70.094639	17.500	18.211	0.711	0.4956698	0.0000015	6000.29524	0.096	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2978	12	85.568085	-69.877389	16.127	16.798	0.671	1.2361206	0.0000030	6000.88138	0.173	0.160	4.079	0.036	1.807
OGLE-LMC-CEP-2979	F	85.569255	-70.603361	13.684	14.828	1.144	17.7952978	0.0001045	6008.78073	0.557	0.227	5.001	0.133	2.859
OGLE-LMC-CEP-2980	F	85.571880	-69.995417	15.937	16.646	0.709	2.0103163	0.0000015	6000.36045	0.506	0.449	4.283	0.241	2.420
OGLE-LMC-CEP-2981	1	85.575585	-70.374333	15.625	16.466	0.841	2.0927515	0.0000101	6001.74353	0.188	0.097	4.901	0.022	5.237
OGLE-LMC-CEP-2982	1	85.588035	-70.544694	14.601	15.246	0.645	3.2972293	0.0000352	6001.25087	0.058	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-2983	F	85.589745	-70.249250	15.202	15.953	0.751	3.4418291	0.0000046	6001.58266	0.623	0.473	4.503	0.278	2.776
OGLE-LMC-CEP-2984	1	85.591785	-68.143944	14.226	14.909	0.683	4.3097333	0.0000182	6004.27448	0.143	0.131	3.970	0.036	1.006
OGLE-LMC-CEP-2985	1	85.595880	-69.856139	15.157	15.790	0.633	2.2058989	0.0000042	6001.00807	0.282	0.152	4.711	0.021	3.484
OGLE-LMC-CEP-2986	1	85.604670	-70.313556	15.433	16.018	0.585	1.7101496	0.0000028	6001.38043	0.236	0.188	4.415	0.050	3.047
OGLE-LMC-CEP-2987	1	85.605285	-70.645833	16.797	17.644	0.847	0.9095645	0.0000027	6000.20293	0.183	0.190	3.817	0.070	1.436
OGLE-LMC-CEP-2988	12	85.609125	-68.565389	17.767	18.339	0.572	0.3662076	0.0000003	6000.27911	0.310	0.048	4.300	0.061	5.461
OGLE-LMC-CEP-2989	1	85.617465	-71.104333	15.629	16.427	0.798	1.8832255	0.0000057	6001.16530	0.243	0.153	4.577	0.000	-99.99
OGLE-LMC-CEP-2990	1	85.618710	-69.782333	15.842	16.424	0.582	1.2858746	0.0000013	6000.78998	0.321	0.248	4.230	0.067	2.048
OGLE-LMC-CEP-2991	1	85.622745	-69.966111	14.786	15.646	0.860	3.9279981	0.0000707	6000.70020	0.087	0.036	3.977	0.000	-99.99
OGLE-LMC-CEP-2992	1	85.627290	-70.077278	17.386	17.869	0.483	0.4157528	0.0000006	6000.04184	0.260	0.172	5.029	0.075	3.682
OGLE-LMC-CEP-2993	F	85.628460	-71.000111	15.577	16.488	0.911	3.2149001	0.0000057	6002.56138	0.505	0.459	4.549	0.246	2.837
OGLE-LMC-CEP-2994	F	85.631130	-71.075806	14.469	15.547	1.078	3.7035055	0.0000144	6001.11342	0.175	0.405	4.573	0.185	2.907
OGLE-LMC-CEP-2995	1	85.634340	-70.119333	15.368	16.191	0.823	2.3146809	0.0000139	6001.10908	0.249	0.081	4.744	0.022	-99.99
OGLE-LMC-CEP-2996	F	85.635750	-68.510028	16.328	17.116	0.788	1.8260391	0.0000054	6001.25264	0.356	0.404	4.309	0.208	2.484
OGLE-LMC-CEP-2997	1	85.640205	-70.116167	15.211	-99.99	-99.99	2.4333076	0.0000191	6000.13583	0.219	0.098	4.707	0.000	-99.99
OGLE-LMC-CEP-2998	1	85.660710	-70.092889	15.688	16.628	0.940	2.0364332	0.0000075	6001.65660	0.267	0.153	4.664	0.019	3.655
OGLE-LMC-CEP-2999	F	85.662120	-68.670694	14.429	15.455	1.026	5.4064788	0.0000167	6000.33439	0.239	0.386	4.963	0.119	3.589
OGLE-LMC-CEP-3000	12	85.669620	-71.772250	16.737	17.301	0.564	0.7056372	0.0000010	6000.59548	0.307	0.210	3.641	0.124	1.316
OGLE-LMC-CEP-3001	1	85.670910	-70.200694	15.506	16.271	0.765	2.0512091	0.0000067	6000.23722	0.224	0.155	4.634	0.000	-99.99
OGLE-LMC-CEP-3002	F	85.681215	-70.494944	15.828	16.612	0.784	2.3993070	0.0000030	6002.34448	0.451	0.454	4.396	0.234	2.634
OGLE-LMC-CEP-3003	F	85.683750	-68.586472	15.446	16.099	0.653	2.6260084	0.0000024	6002.22667	0.439	0.457	4.414	0.239	2.616
OGLE-LMC-CEP-3004	F	85.683915	-68.554278	16.465	17.159	0.694	1.5239969	0.0000008	6000.94313	0.612	0.484	4.257	0.333	2.284
OGLE-LMC-CEP-3005	1	85.687965	-67.920917	15.174	15.774	0.600	2.0330690	0.0000040	6001.21661	0.284	0.159	4.648	0.019	4.017
OGLE-LMC-CEP-3006	F	85.695375	-67.855250	14.905	15.530	0.625	3.7334318	0.0000029	6003.57976	0.682	0.467	4.465	0.267	2.725
OGLE-LMC-CEP-3007	1	85.700040	-71.291861	16.023	16.819	0.796	1.3173000	0.0000032	6000.18362	0.194	0.158	4.426	0.050	2.927
OGLE-LMC-CEP-3008	F	85.706295	-70.116750	15.306	16.239	0.933	4.1790464	0.0000072	6000.98216	0.464	0.438	4.718	0.214	3.206
OGLE-LMC-CEP-3009	F	85.707045	-70.911167	15.854	16.737	0.883	2.6746209	0.0000035	6002.36626	0.439	0.421	4.542	0.215	2.803
OGLE-LMC-CEP-3010	1	85.707420	-70.801500	16.187	16.872	0.685	1.2668138	0.0000023	6001.07554	0.257	0.193	4.557	0.052	2.903
OGLE-LMC-CEP-3011	F	85.708005	-68.009833	15.503	16.120	0.617	2.5055930	0.0000020	6001.01705	0.745	0.523	4.318	0.307	2.490
OGLE-LMC-CEP-3012	F	85.708215	-70.710139	16.163	16.869	0.706	1.6240069	0.0000011	6001.11668	0.519	0.451	4.203	0.251	2.255
OGLE-LMC-CEP-3013	F	85.712715	-70.136750	13.512	14.430	0.918	13.6591664	0.0000765	6012.69742	0.417	0.103	5.050	0.162	1.480
OGLE-LMC-CEP-3014	F	85.720215	-70.669889	15.313	16.112	0.799	3.4889391	0.0000045	6002.07585	0.458	0.405	4.556	0.203	2.897
OGLE-LMC-CEP-3015	1	85.723830	-71.141944	16.462	17.246	0.784	1.0810034	0.0000032	6000.45956	0.192	0.176	3.975	0.066	1.567
OGLE-LMC-CEP-3016	1	85.724955	-69.733694	16.160	17.115	0.955	1.8397977	0.0000111	6001.09096	0.208	0.139	4.473	0.000	-99.99
OGLE-LMC-CEP-3017	F	85.730250	-69.930806	14.789	15.505	0.716	4.6308885	0.0000049	6002.37000	0.640	0.452	4.608	0.219	2.923
OGLE-LMC-CEP-3018	F	85.733835	-71.078722	14.858	15.857	0.999	5.7627053	0.0000302	6001.80874	0.287	0.287	4.951	0.057	3.570
OGLE-LMC-CEP-3019	1	85.735170	-70.531056	16.399	17.229	0.830	1.2635870	0.0000041	6000.78125	0.172	0.174	4.191	0.000	-99.99
OGLE-LMC-CEP-3020	12	85.742535	-72.342194	16.934	17.561	0.627	0.6863273	0.0000010	6000.56093	0.198	0.209	3.540	0.105	1.419
OGLE-LMC-CEP-3021	F	85.753830	-68.011722	15.378	16.113	0.735	3.2338235	0.0000043	6002.14480	0.398	0.424	4.615	0.210	2.987
OGLE-LMC-CEP-3022	F	85.761660	-71.105250	15.777	16.645	0.868	2.6143071	0.0000040	6002.54678	0.362	0.411	4.440	0.188	2.684
OGLE-LMC-CEP-3023	12	85.761705	-70.380222	17.934	18.710	0.776	0.3981143	0.0000008	6000.14537	0.183	0.207	1.842	0.189	0.055
OGLE-LMC-CEP-3024	F	85.774830	-69.490694	14.236	15.136	0.900	8.5589963	0.0000425	6005.59348	0.383	0.177	5.615	0.086	5.454
OGLE-LMC-CEP-3025	123	85.781790	-71.335444	16.959	17.517	0.558	0.5687003	0.0000008	6000.28128	0.271	0.094	3.724	0.064	0.536
OGLE-LMC-CEP-3026	1	85.785540	-71.637083	15.545	16.290	0.745	1.8355054	0.0000059	6000.14772	0.203	0.180	4.442	0.031	2.601
OGLE-LMC-CEP-3027	F	85.787910	-69.610806	15.586	16.372	0.786	3.0134019	0.0000528	6002.30688	0.376	0.392	4.645	0.175	2.903
OGLE-LMC-CEP-3028	F	85.793715	-69.469667	14.763	15.553	0.790	4.7831392	0.0000082	6003.78844	0.453	0.342	4.504	0.124	2.585
OGLE-LMC-CEP-3029	1	85.796040	-70.584750	15.259	16.018	0.759	2.3648289	0.0000096	6001.97009	0.207	0.072	5.249	0.000	-99.99
OGLE-LMC-CEP-3030	1	85.800795	-72.460722	17.023	17.643	0.620	0.6470212	0.0000009	6000.37104	0.239	0.169	3.118	0.183	0.809
OGLE-LMC-CEP-3031	F	85.805880	-71.039444	15.723	16.567	0.844	2.6736344	0.0000028	6000.55416	0.505	0.455	4.471	0.244	2.686
OGLE-LMC-CEP-3032	F	85.807965	-71.053722	15.796	16.742	0.946	2.7189871	0.0000064	6001.48756	0.367	0.424	4.480	0.200	2.751
OGLE-LMC-CEP-3033	1	85.811415	-67.790556	15.716	16.397	0.681	1.7702584	0.0000043	6001.15331	0.197	0.127	4.670	0.000	-99.99
OGLE-LMC-CEP-3034	12	85.835715	-71.146611	16.302	17.005	0.703	1.1831585	0.0000022	6000.36729	0.237	0.200	4.420	0.053	2.237
OGLE-LMC-CEP-3035	1	85.863795	-69.605528	16.154	17.012	0.858	1.4771746	0.0000057	6000.33495	0.181	0.174	4.501	0.032	2.634
OGLE-LMC-CEP-3036	F	85.890750	-70.512583	15.386	16.256	0.870	3.6100331	0.0000047	6002.29710	0.493	0.440	4.601	0.234	2.992
OGLE-LMC-CEP-3037	1	85.891500	-69.311278	14.575	15.755	1.180	3.0839369	0.0000180	6002.75392	0.124	0.115	3.424	0.062	0.309
OGLE-LMC-CEP-3038	F	85.898835	-69.129722	16.249	17.145	0.896	1.9861338	0.0000034	6001.76130	0.283	0.342	4.250	0.129	2.428
OGLE-LMC-CEP-3039	F	85.908000	-70.570194	15.310	16.108	0.798	3.6198099	0.0000035	6003.36501	0.505	0.427	4.598	0.225	2.981
OGLE-LMC-CEP-3040	1	85.914750	-71.989139	15.642	16.366	0.724	1.8095656	0.0000065	6000.38213	0.156	0.137	4.862	0.022	4.028
OGLE-LMC-CEP-3041	1	85.915995	-69.738028	16.389	17.102	0.713	1.0944269	0.0000018	6000.09404	0.205	0.190	4.159	0.036	1.955
OGLE-LMC-CEP-3042	1	85.917420	-70.454556	15.095	15.882	0.787	2.7555491	0.0000058	6000.63039	0.271	0.085	4.164	0.016	5.206
OGLE-LMC-CEP-3043	F	85.919670	-70.135750	15.044	15.897	0.853	4.5068864	0.0000075	6001.98289	0.507	0.448	4.779	0.214	3.298
OGLE-LMC-CEP-3044	F	85.920915	-71.253417	15.254	16.215	0.961	4.0691937	0.0000083	6003.95391	0.439	0.418	4.701	0.195	3.161
OGLE-LMC-CEP-3045	1	85.957245	-70.449389	15.509	16.280	0.771	2.0188498	0.0000042	6001.03416	0.261	0.170	4.587	0.020	3.044
OGLE-LMC-CEP-3046	1	85.980750	-71.744139	15.798	-99.99	-99.99	1.6317078	0.0000104	6000.24414	0.171	0.255	4.801	0.000	-99.99
OGLE-LMC-CEP-3047	1	85.981590	-70.453000	15.229	16.105	0.876	2.7572186	0.0000067	6000.12030	0.277	0.082	4.085	0.018	5.615
OGLE-LMC-CEP-3048	1	85.993245	-68.902806	15.578	16.276	0.698	1.8116540	0.0000043	6000.92771	0.222	0.153	4.308	0.019	2.759
OGLE-LMC-CEP-3049	1	85.995255	-69.487361	15.438	16.275	0.837	2.0332309	0.0000055	6001.13566	0.229	0.154	4.441	0.022	3.102
OGLE-LMC-CEP-3050	F	85.995750	-70.416444	14.981	15.883	0.902	4.7963172	0.0000074	6003.78540	0.525	0.425	4.718	0.186	3.141
OGLE-LMC-CEP-3051	1	85.999035	-68.857083	15.209	15.944	0.735	2.3267429	0.0000052	6000.44594	0.200	0.123	4.788	0.000	-99.99
OGLE-LMC-CEP-3052	F	85.999455	-70.521722	15.485	16.246	0.761	3.0289332	0.0000045	6002.61085	0.487	0.421	4.496	0.221	2.749
OGLE-LMC-CEP-3053	1	86.004285	-71.000750	15.263	15.954	0.691	2.1938679	0.0000047	6001.03711	0.262	0.144	4.636	0.016	3.585
OGLE-LMC-CEP-3054	F	86.010960	-68.820778	15.943	16.809	0.866	2.3129513	0.0000027	6000.63275	0.486	0.470	4.363	0.259	2.612
OGLE-LMC-CEP-3055	F	86.011500	-68.168694	14.980	15.781	0.801	4.4427078	0.0000195	6000.05807	0.455	0.417	4.813	0.172	3.374
OGLE-LMC-CEP-3056	F	86.041080	-69.208556	14.685	15.470	0.785	5.2082254	0.0000065	6004.52850	0.577	0.440	4.649	0.203	2.999
OGLE-LMC-CEP-3057	1	86.059245	-70.687056	15.261	15.879	0.618	2.0222385	0.0000063	6000.28890	0.193	0.135	4.485	0.000	-99.99
OGLE-LMC-CEP-3058	F	86.061540	-69.861083	16.026	16.998	0.972	2.5864686	0.0000025	6001.26758	0.701	0.531	4.421	0.328	2.671
OGLE-LMC-CEP-3059	F	86.063040	-70.556083	15.497	16.261	0.764	2.9871491	0.0000034	6002.85150	0.511	0.448	4.498	0.239	2.730
OGLE-LMC-CEP-3060	F	86.069880	-69.864556	16.291	17.454	1.163	2.7044493	0.0000049	6002.33886	0.403	0.450	4.530	0.235	2.873
